Event Number,Company Name,Company City,Company Postal Code,Company Province/Territory,Circumstance(s),Result Of A Class Location Change,Distance To Closest Building,Length Of Replacement Pipe,Integrity Dig,Dig Count,Activity Unplanned,Commencement Date,Completion Date,Event Creation Date,Submission Date,Pipeline Name,Pipeline Outside Diameter,Pipeline Length,Commodity Carried,Facility Name,Facility Type,Province/Territory,Nearest Populated Centre,New Land Area Needed,New Permanent Land Needed,Activity Acquiring New Private Land,Activity Acquiring New Land In Agreement With Landowner,Activity Acquiring New Land Under Compliance,Land Within Critical Habitat,New Temporary Land Needed,Provincial and federal authorities been consulted,Activity Crossing Water Body,Vehicle Crossing Count,Activity Following DFO Fish Measures For Crossing,Ground Disturbance Near Water Required,Fish Present,In Stream Work Required,Activity Following DFO Fish Measures For In Stream Work,Species At Risk Present At Activity Site,Activity Using Navigable Water,Navigable Water Frozen Or Dry,Navigable Water Activity Meeting Transport Canada Minor Works And Waters Order,In Stream Activity Start Date,In Stream Activity End Date,Restricted Activity Start Date,Restricted Activity End Date
OM2013-088,Enbridge Pipelines Inc.,,,Alberta,"Exposure of the pipe surface for the purposes of integrity assessments, repairs or removing an existing section of pipe and putting a new section in its place in areas where there are residences, or where there is a school, hospital, prison, or other institution where people routinely congregate in large groups (more than 50 people), within the emergency planning zone or within 200 m of the proposed activity (whichever is greater)",,,,Yes,1.0,No,05/08/2013,,05/08/2013,05/08/2013,,,,,,,Alberta,Not Specified,,,No,No,No,No,,,Yes,1.0,No,Yes,No,Yes,No,No,No,No,No,,,,
OM2013-088,Enbridge Pipelines Inc.,,,Alberta,"Ground disturbance using power-operated equipment within 30 m of a wetland  or a water body, or within 30 m of the substrate of a wetland or water body",,,,Yes,1.0,No,05/08/2013,,05/08/2013,05/08/2013,,,,,,,Alberta,Not Specified,,,No,No,No,No,,,Yes,1.0,No,Yes,No,Yes,No,No,No,No,No,,,,
OM2013-087,Enbridge Pipelines Inc.,,,Alberta,"There are unresolved 3rd party concerns (i.e., landowners, Aboriginal groups, shippers, federal and provincial departments, or other parties who may be affected by the O&M activities) and these concerns relate specifically to the proposed O&M activity",,,,Yes,1.0,No,05/08/2013,,05/08/2013,05/08/2013,,,,,,,Alberta,Not Specified,,,No,No,No,No,,,Yes,1.0,No,Yes,No,Yes,No,No,No,No,No,,,,
OM2013-087,Enbridge Pipelines Inc.,,,Alberta,"Exposure of the pipe surface for the purposes of integrity assessments, repairs or removing an existing section of pipe and putting a new section in its place in areas where there are residences, or where there is a school, hospital, prison, or other institution where people routinely congregate in large groups (more than 50 people), within the emergency planning zone or within 200 m of the proposed activity (whichever is greater)",,,,Yes,1.0,No,05/08/2013,,05/08/2013,05/08/2013,,,,,,,Alberta,Not Specified,,,No,No,No,No,,,Yes,1.0,No,Yes,No,Yes,No,No,No,No,No,,,,
OM2013-087,Enbridge Pipelines Inc.,,,Alberta,"Ground disturbance using power-operated equipment within 30 m of a wetland  or a water body, or within 30 m of the substrate of a wetland or water body",,,,Yes,1.0,No,05/08/2013,,05/08/2013,05/08/2013,,,,,,,Alberta,Not Specified,,,No,No,No,No,,,Yes,1.0,No,Yes,No,Yes,No,No,No,No,No,,,,
OM2013-086,Enbridge Pipelines Inc.,,,Alberta,"There are unresolved 3rd party concerns (i.e., landowners, Aboriginal groups, shippers, federal and provincial departments, or other parties who may be affected by the O&M activities) and these concerns relate specifically to the proposed O&M activity",,,,Yes,1.0,No,05/08/2013,,05/08/2013,05/08/2013,,,,,,,Alberta,Not Specified,,,No,No,No,No,,,No,,No,No,No,No,No,No,No,No,No,,,,
OM2013-086,Enbridge Pipelines Inc.,,,Alberta,"Exposure of the pipe surface for the purposes of integrity assessments, repairs or removing an existing section of pipe and putting a new section in its place in areas where there are residences, or where there is a school, hospital, prison, or other institution where people routinely congregate in large groups (more than 50 people), within the emergency planning zone or within 200 m of the proposed activity (whichever is greater)",,,,Yes,1.0,No,05/08/2013,,05/08/2013,05/08/2013,,,,,,,Alberta,Not Specified,,,No,No,No,No,,,No,,No,No,No,No,No,No,No,No,No,,,,
OM2013-085,Enbridge Pipelines Inc.,,,Alberta,"There are unresolved 3rd party concerns (i.e., landowners, Aboriginal groups, shippers, federal and provincial departments, or other parties who may be affected by the O&M activities) and these concerns relate specifically to the proposed O&M activity",,,,Yes,1.0,No,05/08/2013,,05/08/2013,05/08/2013,,,,,,,Alberta,Not Specified,,,No,No,No,No,,,No,,No,Yes,No,No,No,No,No,No,No,,,,
OM2013-085,Enbridge Pipelines Inc.,,,Alberta,"Exposure of the pipe surface for the purposes of integrity assessments, repairs or removing an existing section of pipe and putting a new section in its place in areas where there are residences, or where there is a school, hospital, prison, or other institution where people routinely congregate in large groups (more than 50 people), within the emergency planning zone or within 200 m of the proposed activity (whichever is greater)",,,,Yes,1.0,No,05/08/2013,,05/08/2013,05/08/2013,,,,,,,Alberta,Not Specified,,,No,No,No,No,,,No,,No,Yes,No,No,No,No,No,No,No,,,,
OM2013-085,Enbridge Pipelines Inc.,,,Alberta,"Ground disturbance using power-operated equipment within 30 m of a wetland  or a water body, or within 30 m of the substrate of a wetland or water body",,,,Yes,1.0,No,05/08/2013,,05/08/2013,05/08/2013,,,,,,,Alberta,Not Specified,,,No,No,No,No,,,No,,No,Yes,No,No,No,No,No,No,No,,,,
OM2013-084,Enbridge Pipelines Inc.,,,Alberta,"There are unresolved 3rd party concerns (i.e., landowners, Aboriginal groups, shippers, federal and provincial departments, or other parties who may be affected by the O&M activities) and these concerns relate specifically to the proposed O&M activity",,,,Yes,1.0,No,05/07/2013,,05/07/2013,05/07/2013,,,,,,,Alberta,Not Specified,,,No,No,No,No,,,Yes,1.0,No,Yes,No,Yes,No,No,No,No,No,,,,
OM2013-084,Enbridge Pipelines Inc.,,,Alberta,"Ground disturbance using power-operated equipment within 30 m of a wetland  or a water body, or within 30 m of the substrate of a wetland or water body",,,,Yes,1.0,No,05/07/2013,,05/07/2013,05/07/2013,,,,,,,Alberta,Not Specified,,,No,No,No,No,,,Yes,1.0,No,Yes,No,Yes,No,No,No,No,No,,,,
OM2013-083,Enbridge Pipelines Inc.,,,Saskatchewan,"There are unresolved 3rd party concerns (i.e., landowners, Aboriginal groups, shippers, federal and provincial departments, or other parties who may be affected by the O&M activities) and these concerns relate specifically to the proposed O&M activity",,,,Yes,1.0,No,05/07/2013,,05/07/2013,05/07/2013,,,,,,,Saskatchewan,Not Specified,,,No,No,No,No,,,Yes,1.0,No,Yes,No,Yes,No,No,No,No,No,,,,
OM2013-083,Enbridge Pipelines Inc.,,,Saskatchewan,"Ground disturbance using power-operated equipment within 30 m of a wetland  or a water body, or within 30 m of the substrate of a wetland or water body",,,,Yes,1.0,No,05/07/2013,,05/07/2013,05/07/2013,,,,,,,Saskatchewan,Not Specified,,,No,No,No,No,,,Yes,1.0,No,Yes,No,Yes,No,No,No,No,No,,,,
OM2013-082,Enbridge Pipelines Inc.,,,Saskatchewan,"There are unresolved 3rd party concerns (i.e., landowners, Aboriginal groups, shippers, federal and provincial departments, or other parties who may be affected by the O&M activities) and these concerns relate specifically to the proposed O&M activity",,,,Yes,1.0,No,05/07/2013,,05/07/2013,05/07/2013,,,,,,,Saskatchewan,Not Specified,,,No,No,No,No,,,No,,No,Yes,No,No,No,No,No,No,No,,,,
OM2013-082,Enbridge Pipelines Inc.,,,Saskatchewan,"Ground disturbance using power-operated equipment within 30 m of a wetland  or a water body, or within 30 m of the substrate of a wetland or water body",,,,Yes,1.0,No,05/07/2013,,05/07/2013,05/07/2013,,,,,,,Saskatchewan,Not Specified,,,No,No,No,No,,,No,,No,Yes,No,No,No,No,No,No,No,,,,
OM2013-081,Enbridge Pipelines Inc.,,,Alberta,"There are unresolved 3rd party concerns (i.e., landowners, Aboriginal groups, shippers, federal and provincial departments, or other parties who may be affected by the O&M activities) and these concerns relate specifically to the proposed O&M activity",,,,Yes,1.0,No,05/06/2013,,05/06/2013,05/06/2013,,,,,,,Alberta,Not Specified,,,No,No,No,No,,,No,,No,Yes,No,No,No,No,No,No,No,,,,
OM2013-081,Enbridge Pipelines Inc.,,,Alberta,"Ground disturbance using power-operated equipment within 30 m of a wetland  or a water body, or within 30 m of the substrate of a wetland or water body",,,,Yes,1.0,No,05/06/2013,,05/06/2013,05/06/2013,,,,,,,Alberta,Not Specified,,,No,No,No,No,,,No,,No,Yes,No,No,No,No,No,No,No,,,,
OM2013-080,Enbridge Pipelines Inc.,,,Alberta,"There are unresolved 3rd party concerns (i.e., landowners, Aboriginal groups, shippers, federal and provincial departments, or other parties who may be affected by the O&M activities) and these concerns relate specifically to the proposed O&M activity",,,,Yes,1.0,No,05/03/2013,,05/03/2013,05/03/2013,,,,,,,Alberta,Not Specified,,,No,No,No,No,,,No,,No,Yes,No,No,No,No,No,No,No,,,,
OM2013-080,Enbridge Pipelines Inc.,,,Alberta,"Ground disturbance using power-operated equipment within 30 m of a wetland  or a water body, or within 30 m of the substrate of a wetland or water body",,,,Yes,1.0,No,05/03/2013,,05/03/2013,05/03/2013,,,,,,,Alberta,Not Specified,,,No,No,No,No,,,No,,No,Yes,No,No,No,No,No,No,No,,,,
OM2013-079,Enbridge Pipelines Inc.,,,Alberta,"There are unresolved 3rd party concerns (i.e., landowners, Aboriginal groups, shippers, federal and provincial departments, or other parties who may be affected by the O&M activities) and these concerns relate specifically to the proposed O&M activity",,,,Yes,1.0,No,05/03/2013,,05/03/2013,05/03/2013,,,,,,,Alberta,Not Specified,,,No,No,No,No,,,No,,No,Yes,No,No,No,No,No,No,No,,,,
OM2013-079,Enbridge Pipelines Inc.,,,Alberta,"Ground disturbance using power-operated equipment within 30 m of a wetland  or a water body, or within 30 m of the substrate of a wetland or water body",,,,Yes,1.0,No,05/03/2013,,05/03/2013,05/03/2013,,,,,,,Alberta,Not Specified,,,No,No,No,No,,,No,,No,Yes,No,No,No,No,No,No,No,,,,
OM2013-078,Enbridge Pipelines Inc.,,,Alberta,"Ground disturbance using power-operated equipment within 30 m of a wetland  or a water body, or within 30 m of the substrate of a wetland or water body",,,,Yes,1.0,No,05/03/2013,,05/03/2013,05/03/2013,,,,,,,Alberta,Not Specified,,,No,No,No,No,,,Yes,1.0,No,Yes,No,Yes,No,No,No,No,No,,,,
OM2013-077,Trans Mountain Pipeline ULC,,,British Columbia,"Ground disturbance using power-operated equipment within 30 m of a wetland  or a water body, or within 30 m of the substrate of a wetland or water body",,,,No,,No,05/03/2013,,05/03/2013,05/03/2013,TMPL,,,,Hope,,British Columbia,Hope,,,No,No,No,No,,,Yes,1.0,No,Yes,No,Yes,No,No,No,No,No,,,,
OM2013-076,Enbridge Pipelines Inc.,,,Manitoba,"There are unresolved 3rd party concerns (i.e., landowners, Aboriginal groups, shippers, federal and provincial departments, or other parties who may be affected by the O&M activities) and these concerns relate specifically to the proposed O&M activity",,,,Yes,1.0,No,05/02/2013,,05/02/2013,05/02/2013,,,,,Glenboro,,Manitoba,Glenboro,,,No,No,No,No,,,Yes,1.0,No,Yes,No,Yes,No,No,No,No,No,,,,
OM2013-076,Enbridge Pipelines Inc.,,,Manitoba,"Ground disturbance using power-operated equipment within 30 m of a wetland  or a water body, or within 30 m of the substrate of a wetland or water body",,,,Yes,1.0,No,05/02/2013,,05/02/2013,05/02/2013,,,,,Glenboro,,Manitoba,Glenboro,,,No,No,No,No,,,Yes,1.0,No,Yes,No,Yes,No,No,No,No,No,,,,
OM2013-075,Enbridge Pipelines Inc.,,,Manitoba,"There are unresolved 3rd party concerns (i.e., landowners, Aboriginal groups, shippers, federal and provincial departments, or other parties who may be affected by the O&M activities) and these concerns relate specifically to the proposed O&M activity",,,,Yes,1.0,No,05/02/2013,,05/02/2013,05/02/2013,,,,,Glenboro,,Manitoba,Glenboro,,,No,No,No,No,,,Yes,1.0,No,Yes,No,Yes,No,No,No,No,No,,,,
OM2013-075,Enbridge Pipelines Inc.,,,Manitoba,"Ground disturbance using power-operated equipment within 30 m of a wetland  or a water body, or within 30 m of the substrate of a wetland or water body",,,,Yes,1.0,No,05/02/2013,,05/02/2013,05/02/2013,,,,,Glenboro,,Manitoba,Glenboro,,,No,No,No,No,,,Yes,1.0,No,Yes,No,Yes,No,No,No,No,No,,,,
OM2013-074,NOVA Gas Transmission Ltd.,,,Alberta,"Ground disturbance using power-operated equipment within 30 m of a wetland  or a water body, or within 30 m of the substrate of a wetland or water body",,,,Yes,1.0,No,05/02/2013,,05/02/2013,05/02/2013,Edson Mainline Loop,,,,,,Alberta,Not Specified,,,No,No,No,No,,,Yes,1.0,No,Yes,No,Yes,No,No,No,No,No,,,,
OM2013-073,Enbridge Pipelines Inc.,,,Manitoba,"There are unresolved 3rd party concerns (i.e., landowners, Aboriginal groups, shippers, federal and provincial departments, or other parties who may be affected by the O&M activities) and these concerns relate specifically to the proposed O&M activity",,,,No,,No,04/30/2013,,04/30/2013,04/30/2013,,,,,Gretna,,Manitoba,Gretna,,,No,No,No,No,,,Yes,1.0,No,Yes,No,Yes,No,No,No,No,No,,,,
OM2013-073,Enbridge Pipelines Inc.,,,Manitoba,"Ground disturbance using power-operated equipment within 30 m of a wetland  or a water body, or within 30 m of the substrate of a wetland or water body",,,,No,,No,04/30/2013,,04/30/2013,04/30/2013,,,,,Gretna,,Manitoba,Gretna,,,No,No,No,No,,,Yes,1.0,No,Yes,No,Yes,No,No,No,No,No,,,,
OM2013-072,Enbridge Pipelines Inc.,,,Manitoba,"There are unresolved 3rd party concerns (i.e., landowners, Aboriginal groups, shippers, federal and provincial departments, or other parties who may be affected by the O&M activities) and these concerns relate specifically to the proposed O&M activity",,,,Yes,1.0,No,04/30/2013,,04/30/2013,04/30/2013,,,,,Gretna,,Manitoba,Gretna,,,No,No,No,No,,,Yes,1.0,No,Yes,No,Yes,No,No,No,No,No,,,,
OM2013-072,Enbridge Pipelines Inc.,,,Manitoba,"Ground disturbance using power-operated equipment within 30 m of a wetland  or a water body, or within 30 m of the substrate of a wetland or water body",,,,Yes,1.0,No,04/30/2013,,04/30/2013,04/30/2013,,,,,Gretna,,Manitoba,Gretna,,,No,No,No,No,,,Yes,1.0,No,Yes,No,Yes,No,No,No,No,No,,,,
OM2013-071,Enbridge Pipelines Inc.,,,Manitoba,"There are unresolved 3rd party concerns (i.e., landowners, Aboriginal groups, shippers, federal and provincial departments, or other parties who may be affected by the O&M activities) and these concerns relate specifically to the proposed O&M activity",,,,Yes,1.0,No,04/30/2013,,04/30/2013,04/30/2013,,,,,Glenboro,,Manitoba,Glenboro,,,No,No,No,No,,,Yes,1.0,No,Yes,No,Yes,No,No,No,No,No,,,,
OM2013-071,Enbridge Pipelines Inc.,,,Manitoba,"Ground disturbance using power-operated equipment within 30 m of a wetland  or a water body, or within 30 m of the substrate of a wetland or water body",,,,Yes,1.0,No,04/30/2013,,04/30/2013,04/30/2013,,,,,Glenboro,,Manitoba,Glenboro,,,No,No,No,No,,,Yes,1.0,No,Yes,No,Yes,No,No,No,No,No,,,,
OM2013-070,Enbridge Pipelines Inc.,,,Manitoba,"There are unresolved 3rd party concerns (i.e., landowners, Aboriginal groups, shippers, federal and provincial departments, or other parties who may be affected by the O&M activities) and these concerns relate specifically to the proposed O&M activity",,,,Yes,1.0,No,04/30/2013,,04/30/2013,04/30/2013,,,,,Glenboro,,Manitoba,Glenboro,,,No,No,No,No,,,Yes,1.0,No,Yes,No,Yes,No,No,No,No,No,,,,
OM2013-070,Enbridge Pipelines Inc.,,,Manitoba,"Ground disturbance using power-operated equipment within 30 m of a wetland  or a water body, or within 30 m of the substrate of a wetland or water body",,,,Yes,1.0,No,04/30/2013,,04/30/2013,04/30/2013,,,,,Glenboro,,Manitoba,Glenboro,,,No,No,No,No,,,Yes,1.0,No,Yes,No,Yes,No,No,No,No,No,,,,
OM2013-069,Enbridge Pipelines Inc.,,,Manitoba,"Ground disturbance using power-operated equipment within 30 m of a wetland  or a water body, or within 30 m of the substrate of a wetland or water body",,,,Yes,1.0,No,04/30/2013,,04/30/2013,04/30/2013,,,,,Glenboro,,Manitoba,Glenboro,,,No,No,No,No,,,Yes,1.0,No,Yes,No,Yes,No,No,No,No,No,,,,
OM2013-068,Enbridge Pipelines Inc.,,,Manitoba,,,,,Yes,1.0,No,04/30/2013,,04/30/2013,04/30/2013,,,,,Gretna,,Manitoba,Gretna,,,No,No,No,No,,,Yes,1.0,No,No,No,Yes,No,No,No,No,No,,,,
OM2013-067,Enbridge Pipelines Inc.,,,Manitoba,,,,,Yes,1.0,No,04/29/2013,,04/29/2013,04/29/2013,,,,,Gretna,,Manitoba,Gretna,,,No,No,No,No,,,Yes,1.0,No,No,No,Yes,No,No,No,No,No,,,,
OM2013-066,2193914 Canada Limited,,,Ontario,"There are unresolved 3rd party concerns (i.e., landowners, Aboriginal groups, shippers, federal and provincial departments, or other parties who may be affected by the O&M activities) and these concerns relate specifically to the proposed O&M activity",,,,Yes,1.0,No,04/26/2013,,04/26/2013,04/26/2013,2193914 Canada Ltd.,,,,,,Ontario,Not Specified,,,No,No,No,No,,,No,,No,Yes,No,No,No,No,No,No,No,,,,
OM2013-066,2193914 Canada Limited,,,Ontario,"Exposure of the pipe surface for the purposes of integrity assessments, repairs or removing an existing section of pipe and putting a new section in its place in areas where there are residences, or where there is a school, hospital, prison, or other institution where people routinely congregate in large groups (more than 50 people), within the emergency planning zone or within 200 m of the proposed activity (whichever is greater)",,,,Yes,1.0,No,04/26/2013,,04/26/2013,04/26/2013,2193914 Canada Ltd.,,,,,,Ontario,Not Specified,,,No,No,No,No,,,No,,No,Yes,No,No,No,No,No,No,No,,,,
OM2013-066,2193914 Canada Limited,,,Ontario,"Ground disturbance using power-operated equipment within 30 m of a wetland  or a water body, or within 30 m of the substrate of a wetland or water body",,,,Yes,1.0,No,04/26/2013,,04/26/2013,04/26/2013,2193914 Canada Ltd.,,,,,,Ontario,Not Specified,,,No,No,No,No,,,No,,No,Yes,No,No,No,No,No,No,No,,,,
OM2013-065,Enbridge Pipelines (Westspur) Inc.,,,Saskatchewan,"Ground disturbance using power-operated equipment within 30 m of a wetland  or a water body, or within 30 m of the substrate of a wetland or water body",,,,Yes,1.0,No,04/19/2013,,04/19/2013,04/19/2013,,,,,,,Saskatchewan,Not Specified,,,No,No,No,No,,,No,,No,Yes,No,No,No,No,No,No,No,,,,
OM2013-064,Enbridge Pipelines (Westspur) Inc.,,,Saskatchewan,"Ground disturbance using power-operated equipment within 30 m of a wetland  or a water body, or within 30 m of the substrate of a wetland or water body",,,,Yes,1.0,No,04/19/2013,,04/19/2013,04/19/2013,,,,,,,Saskatchewan,Not Specified,,,No,No,No,No,,,Yes,1.0,No,Yes,No,Yes,No,No,No,No,No,,,,
OM2013-063,Enbridge Pipelines (Westspur) Inc.,,,Saskatchewan,"Ground disturbance using power-operated equipment within 30 m of a wetland  or a water body, or within 30 m of the substrate of a wetland or water body",,,,Yes,1.0,No,04/19/2013,,04/19/2013,04/19/2013,,,,,,,Saskatchewan,Not Specified,,,No,No,No,No,,,No,,No,Yes,No,No,No,No,No,No,No,,,,
OM2013-062,Enbridge Pipelines Inc.,,,Ontario,"Ground disturbance using power-operated equipment within 30 m of a wetland  or a water body, or within 30 m of the substrate of a wetland or water body",,,,Yes,0.0,No,04/18/2013,,04/18/2013,04/18/2013,,,,,Millgrove Junction,,Ontario,Millgrove Junction,,,No,No,No,No,,,No,,No,Yes,No,No,No,No,No,No,No,,,,
OM2013-061,Trans Mountain Pipeline ULC,,,British Columbia,"Ground disturbance using power-operated equipment within 30 m of a wetland  or a water body, or within 30 m of the substrate of a wetland or water body",,,,Yes,1.0,No,04/17/2013,,04/17/2013,04/17/2013,Mainline,,,,Kamloops,,British Columbia,Kamloops,,,No,No,No,No,,,No,,No,Yes,No,No,No,No,No,No,No,,,,
OM2013-060,TransCanada PipeLines Limited,,,Ontario,"Ground disturbance using power-operated equipment within 30 m of a wetland  or a water body, or within 30 m of the substrate of a wetland or water body",,,,Yes,0.0,No,04/12/2013,,04/12/2013,04/12/2013,100-3,,,,,,Ontario,Not Specified,,,No,No,No,No,,,No,,No,Yes,No,No,No,No,No,No,No,,,,
OM2013-059,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",,,British Columbia,"There are unresolved 3rd party concerns (i.e., landowners, Aboriginal groups, shippers, federal and provincial departments, or other parties who may be affected by the O&M activities) and these concerns relate specifically to the proposed O&M activity",,,2400.0,No,,No,04/12/2013,,04/12/2013,04/12/2013,Mainline,,,,km 12.16,,British Columbia,km 12.16,,,Yes,Yes,Yes,No,,,Yes,1.0,No,Yes,No,Yes,No,No,No,No,No,,,,
OM2013-059,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",,,British Columbia,New temporary or permanent land is required that is within critical habitat for any Endangered or Threatened species listed on Schedule 1 of the federal Species at Risk Act or is to be acquired in accordance with sections 320-322 of the CER Act.,,,2400.0,No,,No,04/12/2013,,04/12/2013,04/12/2013,Mainline,,,,km 12.16,,British Columbia,km 12.16,,,Yes,Yes,Yes,No,,,Yes,1.0,No,Yes,No,Yes,No,No,No,No,No,,,,
OM2013-059,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",,,British Columbia,Removing an existing section of pipe and putting a new section in its place where the replacement is greater than 100 m (but less than 5 km) in length,,,2400.0,No,,No,04/12/2013,,04/12/2013,04/12/2013,Mainline,,,,km 12.16,,British Columbia,km 12.16,,,Yes,Yes,Yes,No,,,Yes,1.0,No,Yes,No,Yes,No,No,No,No,No,,,,
OM2013-059,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",,,British Columbia,"Ground disturbance using power-operated equipment within 30 m of a wetland  or a water body, or within 30 m of the substrate of a wetland or water body",,,2400.0,No,,No,04/12/2013,,04/12/2013,04/12/2013,Mainline,,,,km 12.16,,British Columbia,km 12.16,,,Yes,Yes,Yes,No,,,Yes,1.0,No,Yes,No,Yes,No,No,No,No,No,,,,
OM2013-058,Enbridge Pipelines Inc.,,,Ontario,"Exposure of the pipe surface for the purposes of integrity assessments, repairs or removing an existing section of pipe and putting a new section in its place in areas where there are residences, or where there is a school, hospital, prison, or other institution where people routinely congregate in large groups (more than 50 people), within the emergency planning zone or within 200 m of the proposed activity (whichever is greater)",,,,Yes,1.0,No,04/12/2013,,04/12/2013,04/12/2013,,,,,Bay City,,Ontario,Bay City,,,No,No,No,No,,,No,,No,Yes,No,No,No,No,No,No,No,,,,
OM2013-058,Enbridge Pipelines Inc.,,,Ontario,"Ground disturbance using power-operated equipment within 30 m of a wetland  or a water body, or within 30 m of the substrate of a wetland or water body",,,,Yes,1.0,No,04/12/2013,,04/12/2013,04/12/2013,,,,,Bay City,,Ontario,Bay City,,,No,No,No,No,,,No,,No,Yes,No,No,No,No,No,No,No,,,,
OM2013-057,TransCanada PipeLines Limited,,,Ontario,"Ground disturbance using power-operated equipment within 30 m of a wetland  or a water body, or within 30 m of the substrate of a wetland or water body",,,,No,,Yes,04/11/2013,,04/11/2013,04/11/2013,100-1,,,,,,Ontario,Not Specified,,,No,No,No,No,,,No,,No,Yes,No,No,No,No,No,No,No,,,,
OM2013-056,Enbridge Pipelines Inc.,,,Saskatchewan,"Exposure of the pipe surface for the purposes of integrity assessments, repairs or removing an existing section of pipe and putting a new section in its place in areas where there are residences, or where there is a school, hospital, prison, or other institution where people routinely congregate in large groups (more than 50 people), within the emergency planning zone or within 200 m of the proposed activity (whichever is greater)",,,,No,,No,04/05/2013,,04/05/2013,04/05/2013,,,,,,,Saskatchewan,Not Specified,,,No,No,No,No,,,No,,No,No,No,No,No,No,No,No,No,,,,
OM2013-055,Enbridge Pipelines Inc.,,,Alberta,"Exposure of the pipe surface for the purposes of integrity assessments, repairs or removing an existing section of pipe and putting a new section in its place in areas where there are residences, or where there is a school, hospital, prison, or other institution where people routinely congregate in large groups (more than 50 people), within the emergency planning zone or within 200 m of the proposed activity (whichever is greater)",,,,No,,No,04/05/2013,,04/05/2013,04/05/2013,,,,,,,Alberta,Not Specified,,,No,No,No,No,,,No,,No,No,No,No,No,No,No,No,No,,,,
OM2013-054,TransCanada PipeLines Limited,,,Manitoba,Removing an existing section of pipe and putting a new section in its place where the replacement is greater than 100 m (but less than 5 km) in length,,,564.0,No,,No,04/05/2013,,04/05/2013,04/05/2013,100-1,,,,,,Manitoba,Not Specified,,,No,No,No,No,,,No,,No,No,No,No,No,No,No,No,No,,,,
OM2013-053,TransCanada PipeLines Limited,,,Ontario,"Ground disturbance using power-operated equipment within 30 m of a wetland  or a water body, or within 30 m of the substrate of a wetland or water body",,,,No,,No,04/04/2013,,04/04/2013,04/04/2013,,,,,,,Ontario,Not Specified,,,No,No,No,No,,,No,,No,Yes,No,No,No,No,No,No,No,,,,
OM2013-052,Enbridge Pipelines Inc.,,,Ontario,"Exposure of the pipe surface for the purposes of integrity assessments, repairs or removing an existing section of pipe and putting a new section in its place in areas where there are residences, or where there is a school, hospital, prison, or other institution where people routinely congregate in large groups (more than 50 people), within the emergency planning zone or within 200 m of the proposed activity (whichever is greater)",,,,No,,No,04/04/2013,,04/04/2013,04/04/2013,,,,,Niagara Compound,,Ontario,Niagara Compound,,,No,No,No,No,,,No,,No,No,No,No,No,No,No,No,No,,,,
OM2013-051,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",,,British Columbia,New temporary or permanent land is required that is within critical habitat for any Endangered or Threatened species listed on Schedule 1 of the federal Species at Risk Act or is to be acquired in accordance with sections 320-322 of the CER Act.,,,,No,,No,04/02/2013,,04/02/2013,04/02/2013,AB Mainline,,,,,,British Columbia,Not Specified,,,Yes,Yes,Yes,No,,,No,,No,No,No,No,No,No,No,No,No,,,,
OM2013-050,Enbridge Pipelines Inc.,,,Ontario,"Exposure of the pipe surface for the purposes of integrity assessments, repairs or removing an existing section of pipe and putting a new section in its place in areas where there are residences, or where there is a school, hospital, prison, or other institution where people routinely congregate in large groups (more than 50 people), within the emergency planning zone or within 200 m of the proposed activity (whichever is greater)",,,,Yes,1.0,No,03/28/2013,,03/28/2013,03/28/2013,,,,,Westover,,Ontario,Westover,,,No,No,No,No,,,No,,No,Yes,No,No,No,No,No,No,No,,,,
OM2013-050,Enbridge Pipelines Inc.,,,Ontario,"Ground disturbance using power-operated equipment within 30 m of a wetland  or a water body, or within 30 m of the substrate of a wetland or water body",,,,Yes,1.0,No,03/28/2013,,03/28/2013,03/28/2013,,,,,Westover,,Ontario,Westover,,,No,No,No,No,,,No,,No,Yes,No,No,No,No,No,No,No,,,,
OM2013-049,Enbridge Pipelines Inc.,,,Ontario,"Exposure of the pipe surface for the purposes of integrity assessments, repairs or removing an existing section of pipe and putting a new section in its place in areas where there are residences, or where there is a school, hospital, prison, or other institution where people routinely congregate in large groups (more than 50 people), within the emergency planning zone or within 200 m of the proposed activity (whichever is greater)",,,,Yes,1.0,No,03/28/2013,,03/28/2013,03/28/2013,,,,,Westover,,Ontario,Westover,,,No,No,No,No,,,No,,No,No,No,No,No,No,No,No,No,,,,
OM2013-048,Niagara Gas Transmission Limited,,,Ontario,"Exposure of the pipe surface for the purposes of integrity assessments, repairs or removing an existing section of pipe and putting a new section in its place in areas where there are residences, or where there is a school, hospital, prison, or other institution where people routinely congregate in large groups (more than 50 people), within the emergency planning zone or within 200 m of the proposed activity (whichever is greater)",,,30.0,No,,No,03/28/2013,,03/28/2013,03/28/2013,Cornwall,,,,,,Ontario,Not Specified,,,No,No,No,No,,,No,,No,No,No,No,No,No,No,No,No,,,,
OM2013-048,Niagara Gas Transmission Limited,,,Ontario,Removing an existing section of pipe and putting a new section in its place where the replacement is greater than 100 m (but less than 5 km) in length,,,30.0,No,,No,03/28/2013,,03/28/2013,03/28/2013,Cornwall,,,,,,Ontario,Not Specified,,,No,No,No,No,,,No,,No,No,No,No,No,No,No,No,No,,,,
